hh_id               itime                                     day      Interviewer ID
13088          10, 10, 10                 32(7), 111(23), 191(39)             7, 7, 7
13089          10, 10, 10                 27(6), 106(22), 186(38)             7, 7, 7
13090          10, 10, 10                 21(5), 101(21), 182(37)             6, 7, 7
13091          10, 10, 10                  16(4), 96(20), 176(36)             6, 6, 6
13092          10, 10, 10                  91(19), 12(3), 172(35)             6, 7, 7
13093          10, 10, 10                   6(2), 86(18), 166(34)             6, 6, 7
13094          10, 10, 10                   1(1), 81(17), 161(33)             6, 6, 6
13095          10, 10, 10                76(16), 156(32), 237(48)             7, 7, 7
13096          10, 10, 10                71(15), 231(47), 151(31)             6, 6, 7
13097          10, 10, 10                66(14), 226(46), 146(30)             6, 6, 7
13098          10, 10, 10                61(13), 221(45), 141(29)             6, 6, 7
13099          10, 10, 10                56(12), 136(28), 216(44)             7, 7, 7
13100          10, 10, 10                52(11), 131(27), 211(43)             7, 7, 7
13101          10, 10, 10                46(10), 126(26), 207(42)             7, 7, 7
13102          10, 10, 10                 41(9), 121(25), 201(41)             7, 7, 7
13103          10, 10, 10                 37(8), 116(24), 196(40)             7, 7, 7
13104          10, 10, 10                 32(7), 111(23), 191(39)             7, 7, 7
13105          10, 10, 10                 26(6), 106(22), 186(38)             7, 7, 7
13106          10, 10, 10                 21(5), 101(21), 181(37)             6, 7, 7
13107          10, 10, 10                  16(4), 96(20), 177(36)             6, 6, 7
13108          10, 10, 10                  91(19), 12(3), 171(35)             6, 7, 7
13109          10, 10, 10                   6(2), 86(18), 166(34)             6, 6, 7
13110          10, 10, 10                   1(1), 81(17), 161(33)             6, 6, 6
13111          10, 10, 10                76(16), 156(32), 237(48)             7, 7, 7
13112          10, 10, 10                71(15), 231(47), 151(31)             6, 6, 7
13113          10, 10, 10                66(14), 226(46), 146(30)             6, 6, 7
13114          10, 10, 10                61(13), 221(45), 141(29)             6, 6, 7
13115          10, 10, 10                56(12), 136(28), 216(44)             7, 7, 7
13116          10, 10, 10                52(11), 131(27), 211(43)             7, 7, 7
13117          10, 10, 10                46(10), 126(26), 206(42)             7, 7, 7
13118          10, 10, 10                 41(9), 121(25), 201(41)             7, 7, 7
13119          10, 10, 10                 37(8), 116(24), 196(40)             7, 7, 7
13120          10, 10, 10                 32(7), 111(23), 191(39)             7, 7, 7
13121          10, 10, 10                 26(6), 106(22), 186(38)             7, 7, 7
13122          10, 10, 10                 21(5), 101(21), 181(37)             6, 7, 7
13123          10, 10, 10                  16(4), 96(20), 176(36)             6, 6, 7
13124          10, 10, 10                  91(19), 12(3), 171(35)             6, 7, 7
13125          10, 10, 10                   6(2), 86(18), 166(34)             6, 6, 7
13126          10, 10, 10                   1(1), 81(17), 161(33)             6, 6, 6
13127          10, 10, 10                76(16), 156(32), 237(48)             7, 7, 7
13128          10, 10, 10                71(15), 231(47), 151(31)             6, 6, 7
13129          10, 10, 10                66(14), 226(46), 146(30)             6, 6, 7
13130          10, 10, 10                61(13), 221(45), 141(29)             6, 6, 7
13131          10, 10, 10                56(12), 136(28), 216(44)             7, 7, 7
13132          10, 10, 10                51(11), 131(27), 211(43)             7, 7, 7
13133          10, 10, 10                46(10), 126(26), 206(42)             7, 7, 7
13134          10, 10, 10                 41(9), 121(25), 201(41)             7, 7, 7
13135          10, 10, 10                 36(8), 116(24), 196(40)             7, 7, 7
13136          10, 10, 10                 31(7), 111(23), 191(39)             7, 7, 7
13137          10, 10, 10                 26(6), 106(22), 186(38)             7, 7, 7
13138          10, 10, 10                 21(5), 101(21), 181(37)             6, 7, 7
13139          10, 10, 10                  16(4), 96(20), 176(36)             6, 6, 7
13140          10, 10, 10                  91(19), 11(3), 171(35)             6, 7, 7
13141          10, 10, 10                   6(2), 86(18), 166(34)             6, 6, 7
13142          10, 10, 10                   1(1), 81(17), 161(33)             6, 6, 6
13143          10, 10, 10                76(16), 156(32), 236(48)             7, 7, 7
13144          10, 10, 10                71(15), 231(47), 151(31)             6, 6, 7
13145          10, 10, 10                66(14), 226(46), 146(30)             6, 6, 7
13146          10, 10, 10                61(13), 221(45), 141(29)             6, 6, 7
13147          10, 10, 10                56(12), 136(28), 216(44)             7, 7, 7
13148          10, 10, 10                51(11), 131(27), 211(43)             7, 7, 7
13149          10, 10, 10                46(10), 126(26), 206(42)             7, 7, 7
13150          10, 10, 10                 41(9), 121(25), 201(41)             7, 7, 7
13151          10, 10, 10                 36(8), 116(24), 196(40)             7, 7, 7
13152          10, 10, 10                 31(7), 111(23), 191(39)             7, 7, 7
13153          10, 10, 10                 26(6), 106(22), 186(38)             7, 7, 7
13154          10, 10, 10                 21(5), 101(21), 181(37)             6, 7, 7
13155          10, 10, 10                  16(4), 96(20), 176(36)             6, 6, 7
13156          10, 10, 10                  91(19), 11(3), 171(35)             6, 7, 7
13157          10, 10, 10                   6(2), 86(18), 166(34)             6, 6, 7
13158          10, 10, 10                   1(1), 81(17), 162(33)             6, 6, 7
13159          10, 10, 10                76(16), 156(32), 236(48)             7, 7, 7
13160          10, 10, 10                231(47), 72(15), 151(31)             6, 7, 7
13161          10, 10, 10                66(14), 226(46), 146(30)             6, 6, 7
13162          10, 10, 10                61(13), 221(45), 141(29)             6, 6, 7
13163          10, 10, 10                56(12), 136(28), 216(44)             7, 7, 7
13164          10, 10, 10                51(11), 131(27), 211(43)             7, 7, 7
13165          10, 10, 10                46(10), 126(26), 206(42)             7, 7, 7
13166          10, 10, 10                 41(9), 121(25), 201(41)             7, 7, 7
13167          10, 10, 10                 36(8), 116(24), 196(40)             7, 7, 7
13168          10, 10, 10                 31(7), 111(23), 191(39)             7, 7, 7
13169          10, 10, 10                 26(6), 106(22), 186(38)             7, 7, 7
13170          10, 10, 10                 21(5), 101(21), 181(37)             6, 7, 7
13171          10, 10, 10                  16(4), 96(20), 176(36)             6, 6, 7
13172          10, 10, 10                  91(19), 11(3), 171(35)             6, 7, 7
13173          10, 10, 10                   86(18), 7(2), 166(34)             6, 7, 7
13174          10, 10, 10                   1(1), 81(17), 161(33)             6, 6, 7
13175          10, 10, 10                76(16), 156(32), 236(48)             7, 7, 7
13176          10, 10, 10                231(47), 72(15), 151(31)             6, 7, 7
13177          10, 10, 10                66(14), 226(46), 146(30)             6, 6, 7
13178          10, 10, 10                61(13), 221(45), 141(29)             6, 6, 7
13179          10, 10, 10                56(12), 136(28), 216(44)             7, 7, 7
13180          10, 10, 10                51(11), 131(27), 211(43)             7, 7, 7
13181          10, 10, 10                46(10), 126(26), 206(42)             7, 7, 7
13182          10, 10, 10                 41(9), 121(25), 201(41)             7, 7, 7
13183          10, 10, 10                 36(8), 116(24), 196(40)             7, 7, 7
13184          10, 10, 10                 31(7), 111(23), 191(39)             7, 7, 7
13185          10, 10, 10                 26(6), 106(22), 186(38)             7, 7, 7
13186          10, 10, 10                 21(5), 101(21), 181(37)             6, 7, 7
13187          10, 10, 10                  16(4), 96(20), 176(36)             6, 6, 7
13188          10, 10, 10                  91(19), 11(3), 171(35)             6, 7, 7
13189          10, 10, 10                   86(18), 7(2), 166(34)             6, 7, 7
13190          10, 10, 10                   1(1), 81(17), 161(33)             6, 6, 7
13191          10, 10, 10                76(16), 156(32), 236(48)             7, 7, 7
13192          10, 10, 10                72(15), 151(31), 232(47)             7, 7, 7
13193          10, 10, 10                66(14), 226(46), 146(30)             6, 6, 7
13194          10, 10, 10                61(13), 221(45), 141(29)             6, 6, 7
13195          10, 10, 10                56(12), 136(28), 216(44)             7, 7, 7
13196          10, 10, 10                51(11), 131(27), 211(43)             7, 7, 7
13197          10, 10, 10                46(10), 126(26), 206(42)             7, 7, 7
13198          10, 10, 10                 41(9), 121(25), 201(41)             7, 7, 7
13199          10, 10, 10                 36(8), 116(24), 196(40)             7, 7, 7
13200          10, 10, 10                 31(7), 111(23), 191(39)             7, 7, 7
13201          10, 10, 10                 26(6), 106(22), 186(38)             7, 7, 7
13202          10, 10, 10                 21(5), 101(21), 181(37)             6, 7, 7
13203          10, 10, 10                  16(4), 96(20), 176(36)             6, 6, 7
13204          10, 10, 10                  91(19), 11(3), 171(35)             6, 7, 7
13205          10, 10, 10                   86(18), 7(2), 166(34)             6, 7, 7
13206          10, 10, 10                   1(1), 81(17), 161(33)             6, 6, 7
13207          10, 10, 10                76(16), 156(32), 236(48)             7, 7, 7
